"institution"	"location"	"stars_version"	"rating"	"valid_through"	"URL"	"latest_report"
"University of Nebraska at Omaha"	"United States,
              NE"	2.1	"Silver"	"March 18, 2022"	"https://reports.aashe.org/institutions/university-of-nebraska-at-omaha-ne/report/"	"https://reports.aashe.org/institutions/university-of-nebraska-at-omaha-ne/report/2019-03-19/"
"University of Nevada Las Vegas"	"United States,
              NV"	2	"Silver
                
                    *"	"Dec. 17, 2018"	"https://reports.aashe.org/institutions/university-of-nevada-las-vegas-nv/report/"	"https://reports.aashe.org/institutions/university-of-nevada-las-vegas-nv/report/2015-12-18/"
"University of New Brunswick, Fredericton"	"Canada,
              NB"	2.2	"Silver"	"Oct. 14, 2023"	"https://reports.aashe.org/institutions/university-of-new-brunswick-nb/report/"	"https://reports.aashe.org/institutions/university-of-new-brunswick-nb/report/2020-08-11/"
"University of New Brunswick, Saint John"	"Canada,
              NB"	2.2	"Silver"	"April 6, 2024"	"https://reports.aashe.org/institutions/university-of-new-brunswick-saint-john-nb/report/"	"https://reports.aashe.orgNA"
"University of North Carolina, Charlotte"	"United States,
              NC"	2	"Silver
                
                    *"	"Sept. 18, 2019"	"https://reports.aashe.org/institutions/university-of-north-carolina-charlotte-nc/report/"	"https://reports.aashe.orgNA"
"University of North Carolina, Greensboro"	"United States,
              NC"	2.1	"Silver"	"Feb. 6, 2022"	"https://reports.aashe.org/institutions/university-of-north-carolina-greensboro-nc/report/"	"https://reports.aashe.org/institutions/university-of-north-carolina-greensboro-nc/report/2019-02-07/"
"University of North Carolina, Wilmington"	"United States,
              NC"	2	"Silver
                
                    *"	"April 26, 2019"	"https://reports.aashe.org/institutions/university-of-north-carolina-wilmington-nc/report/"	"https://reports.aashe.orgNA"
"University of North Texas"	"United States,
              TX"	2	"Silver
                
                    *"	"May 13, 2017"	"https://reports.aashe.org/institutions/university-of-north-texas-tx/report/"	"https://reports.aashe.org/institutions/university-of-north-texas-tx/report/2014-05-14/"
"University of Northern British Columbia"	"Canada,
              BC"	1	"Silver
                
                    *"	"Aug. 19, 2014"	"https://reports.aashe.org/institutions/university-of-northern-british-columbia-bc/report/"	"https://reports.aashe.orgNA"
"University of Notre Dame"	"United States,
              IN"	2.1	"Silver
                
                    *"	"April 10, 2021"	"https://reports.aashe.org/institutions/university-of-notre-dame-in/report/"	"https://reports.aashe.org/institutions/university-of-notre-dame-in/report/2017-10-13/"
"University of Ottawa"	"Canada,
              ON"	2.1	"Silver"	"Sept. 24, 2021"	"https://reports.aashe.org/institutions/university-of-ottawa-on/report/"	"https://reports.aashe.org/institutions/university-of-ottawa-on/report/2018-03-29/"
"University of Queensland"	"Australia,
              QLD"	2.2	"Silver"	"Feb. 10, 2024"	"https://reports.aashe.org/institutions/university-of-queensland-queensland/report/"	"https://reports.aashe.orgNA"
"University of Rochester"	"United States,
              NY"	2.1	"Silver"	"Jan. 30, 2022"	"https://reports.aashe.org/institutions/university-of-rochester-ny/report/"	"https://reports.aashe.org/institutions/university-of-rochester-ny/report/2019-01-31/"
"University of Saskatchewan"	"Canada,
              SK"	2.1	"Silver"	"March 5, 2023"	"https://reports.aashe.org/institutions/university-of-saskatchewan-sk/report/"	"https://reports.aashe.org/institutions/university-of-saskatchewan-sk/report/2020-03-05/"
"University of Sharjah"	"United Arab Emirates"	2.2	"Silver"	"July 6, 2024"	"https://reports.aashe.org/institutions/university-of-sharjah-/report/"	"https://reports.aashe.orgNA"
"University of South Carolina"	"United States,
              SC"	2.1	"Silver"	"May 17, 2024"	"https://reports.aashe.org/institutions/university-of-south-carolina-sc/report/"	"https://reports.aashe.org/institutions/university-of-south-carolina-sc/report/2020-12-04/"
"University of South Florida St. Petersburg"	"United States,
              FL"	2.1	"Silver
                
                    *"	"Sept. 8, 2020"	"https://reports.aashe.org/institutions/university-of-south-florida-st-petersburg-fl/report/"	"https://reports.aashe.orgNA"
"University of Southern California"	"United States,
              CA"	2.2	"Silver"	"Sept. 21, 2024"	"https://reports.aashe.org/institutions/university-of-southern-california-ca/report/"	"https://reports.aashe.orgNA"
"University of Tasmania"	"Australia"	2.2	"Silver"	"Aug. 25, 2023"	"https://reports.aashe.org/institutions/university-of-tasmania-no-state/report/"	"https://reports.aashe.orgNA"
"University of Tennessee at Knoxville"	"United States,
              TN"	2.1	"Silver"	"March 6, 2023"	"https://reports.aashe.org/institutions/university-of-tennessee-at-knoxville-tn/report/"	"https://reports.aashe.org/institutions/university-of-tennessee-at-knoxville-tn/report/2020-03-06/"
"University of Texas at Arlington"	"United States,
              TX"	2	"Silver
                
                    *"	"July 12, 2019"	"https://reports.aashe.org/institutions/university-of-texas-at-arlington-tx/report/"	"https://reports.aashe.org/institutions/university-of-texas-at-arlington-tx/report/2016-07-12/"
"University of Texas at San Antonio"	"United States,
              TX"	2.2	"Silver"	"Dec. 3, 2023"	"https://reports.aashe.org/institutions/university-of-texas-at-san-antonio-tx/report/"	"https://reports.aashe.org/institutions/university-of-texas-at-san-antonio-tx/report/2019-11-27/"
"University of Toronto Mississauga"	"Canada,
              ON"	2.2	"Silver"	"Feb. 5, 2024"	"https://reports.aashe.org/institutions/university-of-toronto-at-mississauga-on/report/"	"https://reports.aashe.orgNA"
"University of Waterloo"	"Canada,
              ON"	2.1	"Silver"	"Nov. 5, 2021"	"https://reports.aashe.org/institutions/university-of-waterloo-on/report/"	"https://reports.aashe.orgNA"
"University of West Georgia"	"United States,
              GA"	2.1	"Silver"	"Sept. 25, 2021"	"https://reports.aashe.org/institutions/university-of-west-georgia-ga/report/"	"https://reports.aashe.org/institutions/university-of-west-georgia-ga/report/2018-03-30/"
"University of Winnipeg"	"Canada,
              MB"	2.1	"Silver"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/university-of-winnipeg-mb/report/"	"https://reports.aashe.org/institutions/university-of-winnipeg-mb/report/2019-03-01/"
"University of Wisconsin-Green Bay"	"United States,
              WI"	2.1	"Silver
                
                    *"	"May 4, 2021"	"https://reports.aashe.org/institutions/university-of-wisconsin-green-bay-wi/report/"	"https://reports.aashe.org/institutions/university-of-wisconsin-green-bay-wi/report/2017-11-06/"
"University of Wisconsin-La Crosse"	"United States,
              WI"	2	"Silver
                
                    *"	"May 19, 2018"	"https://reports.aashe.org/institutions/university-of-wisconsin-la-crosse-wi/report/"	"https://reports.aashe.orgNA"
"University of Wisconsin-Madison"	"United States,
              WI"	2.1	"Silver"	"July 31, 2022"	"https://reports.aashe.org/institutions/university-of-wisconsin-madison-wi/report/"	"https://reports.aashe.orgNA"
"University of Wisconsin-Platteville"	"United States,
              WI"	2.2	"Silver"	"March 5, 2023"	"https://reports.aashe.org/institutions/university-of-wisconsin-platteville-wi/report/"	"https://reports.aashe.org/institutions/university-of-wisconsin-platteville-wi/report/2020-03-05/"
"University of Wisconsin-River Falls"	"United States,
              WI"	2.2	"Silver"	"Aug. 9, 2024"	"https://reports.aashe.org/institutions/university-of-wisconsin-river-falls-wi/report/"	"https://reports.aashe.org/institutions/university-of-wisconsin-river-falls-wi/report/2021-06-30/"
"University of Wisconsin-Stout"	"United States,
              WI"	2	"Silver
                
                    *"	"Nov. 3, 2018"	"https://reports.aashe.org/institutions/university-of-wisconsin-stout-wi/report/"	"https://reports.aashe.org/institutions/university-of-wisconsin-stout-wi/report/2015-11-04/"
"University of Wisconsin-Whitewater"	"United States,
              WI"	2.1	"Silver"	"Nov. 12, 2021"	"https://reports.aashe.org/institutions/university-of-wisconsin-whitewater-wi/report/"	"https://reports.aashe.org/institutions/university-of-wisconsin-whitewater-wi/report/2018-11-13/"
"University of the Pacific"	"United States,
              CA"	2.2	"Silver"	"April 15, 2024"	"https://reports.aashe.org/institutions/university-of-the-pacific-ca/report/"	"https://reports.aashe.org/institutions/university-of-the-pacific-ca/report/2021-03-04/"
"Utah State University"	"United States,
              UT"	2.2	"Silver"	"Oct. 30, 2022"	"https://reports.aashe.org/institutions/utah-state-university-ut/report/"	"https://reports.aashe.org/institutions/utah-state-university-ut/report/2019-10-31/"
"Valencia College"	"United States,
              FL"	1.2	"Silver
                
                    *"	"Oct. 8, 2015"	"https://reports.aashe.org/institutions/valencia-community-college-fl/report/"	"https://reports.aashe.orgNA"
"Villanova University"	"United States,
              PA"	2.1	"Silver"	"Sept. 22, 2021"	"https://reports.aashe.org/institutions/villanova-university-pa/report/"	"https://reports.aashe.org/institutions/villanova-university-pa/report/2018-03-27/"
"Virginia Commonwealth University"	"United States,
              VA"	2.1	"Silver"	"Aug. 28, 2021"	"https://reports.aashe.org/institutions/virginia-commonwealth-university-va/report/"	"https://reports.aashe.org/institutions/virginia-commonwealth-university-va/report/2018-03-02/"
"Washington and Lee University"	"United States,
              VA"	2.2	"Silver"	"March 6, 2023"	"https://reports.aashe.org/institutions/washington-and-lee-university-va/report/"	"https://reports.aashe.org/institutions/washington-and-lee-university-va/report/2020-03-06/"
"Weber State University"	"United States,
              UT"	2.1	"Silver"	"Feb. 18, 2022"	"https://reports.aashe.org/institutions/weber-state-university-ut/report/"	"https://reports.aashe.org/institutions/weber-state-university-ut/report/2019-02-19/"
"Wesleyan University"	"United States,
              CT"	2.2	"Silver"	"Dec. 19, 2022"	"https://reports.aashe.org/institutions/wesleyan-university-ct/report/"	"https://reports.aashe.org/institutions/wesleyan-university-ct/report/2019-12-20/"
"West Chester University of Pennsylvania"	"United States,
              PA"	2.2	"Silver"	"March 6, 2023"	"https://reports.aashe.org/institutions/west-chester-university-of-pennsylvania-pa/report/"	"https://reports.aashe.org/institutions/west-chester-university-of-pennsylvania-pa/report/2020-03-06/"
"West Virginia University"	"United States,
              WV"	2.2	"Silver"	"March 29, 2024"	"https://reports.aashe.org/institutions/west-virginia-university-wv/report/"	"https://reports.aashe.orgNA"
"Western Colorado University"	"United States,
              CO"	2.1	"Silver"	"May 15, 2022"	"https://reports.aashe.org/institutions/western-state-colorado-university-co/report/"	"https://reports.aashe.org/institutions/western-state-colorado-university-co/report/2019-05-16/"
"Western Kentucky University"	"United States,
              KY"	2.2	"Silver"	"March 5, 2023"	"https://reports.aashe.org/institutions/western-kentucky-university-ky/report/"	"https://reports.aashe.org/institutions/western-kentucky-university-ky/report/2020-03-05/"
"Western Michigan University"	"United States,
              MI"	2.1	"Silver"	"Feb. 27, 2022"	"https://reports.aashe.org/institutions/western-michigan-university-mi/report/"	"https://reports.aashe.org/institutions/western-michigan-university-mi/report/2019-02-28/"
"Western Technical College"	"United States,
              WI"	2.2	"Silver"	"April 29, 2024"	"https://reports.aashe.org/institutions/western-technical-college-wi/report/"	"https://reports.aashe.org/institutions/western-technical-college-wi/report/2020-12-22/"
"Western Washington University"	"United States,
              WA"	2.1	"Silver"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/western-washington-university-wa/report/"	"https://reports.aashe.org/institutions/western-washington-university-wa/report/2019-03-01/"
"Westminster College - Utah"	"United States,
              UT"	2.1	"Silver"	"Aug. 14, 2022"	"https://reports.aashe.org/institutions/westminster-college-ut/report/"	"https://reports.aashe.org/institutions/westminster-college-ut/report/2019-08-15/"
"Whitman College"	"United States,
              WA"	2.2	"Silver"	"Feb. 6, 2023"	"https://reports.aashe.org/institutions/whitman-college-wa/report/"	"https://reports.aashe.org/institutions/whitman-college-wa/report/2020-02-07/"
"Williams College"	"United States,
              MA"	2.1	"Silver"	"May 27, 2022"	"https://reports.aashe.org/institutions/williams-college-ma/report/"	"https://reports.aashe.org/institutions/williams-college-ma/report/2019-05-28/"
"York University"	"Canada,
              ON"	2	"Silver
                
                    *"	"April 20, 2019"	"https://reports.aashe.org/institutions/york-university-on/report/"	"https://reports.aashe.orgNA"
"Alfred State College"	"United States,
              NY"	1.2	"Bronze
                
                    *"	"Oct. 9, 2015"	"https://reports.aashe.org/institutions/alfred-state-college-ny/report/"	"https://reports.aashe.orgNA"
"Austin College"	"United States,
              TX"	2.1	"Bronze"	"Aug. 28, 2021"	"https://reports.aashe.org/institutions/austin-college-tx/report/"	"https://reports.aashe.org/institutions/austin-college-tx/report/2018-03-02/"
"Bridgewater College"	"United States,
              VA"	1.2	"Bronze
                
                    *"	"Sept. 16, 2016"	"https://reports.aashe.org/institutions/bridgewater-college-va/report/"	"https://reports.aashe.orgNA"
"Brunswick Community College"	"United States,
              NC"	1.1	"Bronze
                
                    *"	"Feb. 16, 2015"	"https://reports.aashe.org/institutions/brunswick-community-college-nc/report/"	"https://reports.aashe.orgNA"
"Butler University"	"United States,
              IN"	2.1	"Bronze"	"Oct. 9, 2021"	"https://reports.aashe.org/institutions/butler-university-in/report/"	"https://reports.aashe.orgNA"
"California State University, East Bay"	"United States,
              CA"	2.1	"Bronze"	"April 18, 2022"	"https://reports.aashe.org/institutions/california-state-university-east-bay-ca/report/"	"https://reports.aashe.orgNA"
"California State University, Fresno"	"United States,
              CA"	2.2	"Bronze"	"Nov. 24, 2023"	"https://reports.aashe.org/institutions/california-state-university-fresno-ca/report/"	"https://reports.aashe.orgNA"
"Cascadia College"	"United States,
              WA"	2.1	"Bronze"	"Sept. 1, 2021"	"https://reports.aashe.org/institutions/cascadia-community-college-wa/report/"	"https://reports.aashe.orgNA"
"Central Ohio Technical College"	"United States,
              OH"	1.2	"Bronze
                
                    *"	"Sept. 11, 2016"	"https://reports.aashe.org/institutions/central-ohio-technical-college-oh/report/"	"https://reports.aashe.orgNA"
"Central Washington University"	"United States,
              WA"	2.1	"Bronze"	"July 16, 2022"	"https://reports.aashe.org/institutions/central-washington-university-wa/report/"	"https://reports.aashe.orgNA"
"Chandler-Gilbert Community College"	"United States,
              AZ"	2.1	"Bronze"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/chandler-gilbert-community-college-az/report/"	"https://reports.aashe.orgNA"
"Creighton University"	"United States,
              NE"	2.1	"Bronze"	"Aug. 28, 2021"	"https://reports.aashe.org/institutions/creighton-university-ne/report/"	"https://reports.aashe.orgNA"
"DePauw University"	"United States,
              IN"	2.2	"Bronze"	"May 13, 2024"	"https://reports.aashe.org/institutions/depauw-university-in/report/"	"https://reports.aashe.org/institutions/depauw-university-in/report/2020-06-23/"
"Dominican University of California"	"United States,
              CA"	1.2	"Bronze
                
                    *"	"Jan. 7, 2016"	"https://reports.aashe.org/institutions/dominican-university-of-california-ca/report/"	"https://reports.aashe.orgNA"
"Drake University"	"United States,
              IA"	2.1	"Bronze"	"May 21, 2022"	"https://reports.aashe.org/institutions/drake-university-ia/report/"	"https://reports.aashe.orgNA"
"Drexel University"	"United States,
              PA"	2.1	"Bronze"	"June 16, 2024"	"https://reports.aashe.org/institutions/drexel-university-pa/report/"	"https://reports.aashe.orgNA"
"East Tennessee State University"	"United States,
              TN"	1	"Bronze
                
                    *"	"Aug. 21, 2014"	"https://reports.aashe.org/institutions/east-tennessee-state-university-tn/report/"	"https://reports.aashe.orgNA"
"Eastern Kentucky University"	"United States,
              KY"	2.1	"Bronze"	"Sept. 25, 2021"	"https://reports.aashe.org/institutions/eastern-kentucky-university-ky/report/"	"https://reports.aashe.orgNA"
"Estrella Mountain Community College"	"United States,
              AZ"	1.2	"Bronze
                
                    *"	"Feb. 9, 2017"	"https://reports.aashe.org/institutions/estrella-mountain-community-college-az/report/"	"https://reports.aashe.org/institutions/estrella-mountain-community-college-az/report/2014-02-10/"
"Eureka College"	"United States,
              IL"	2.1	"Bronze"	"Oct. 25, 2021"	"https://reports.aashe.org/institutions/eureka-college-il/report/"	"https://reports.aashe.orgNA"
"Ferrum College"	"United States,
              VA"	1.2	"Bronze
                
                    *"	"July 28, 2016"	"https://reports.aashe.org/institutions/ferrum-college-va/report/"	"https://reports.aashe.orgNA"
"Franklin W. Olin College of Engineering"	"United States,
              MA"	2.1	"Bronze"	"Dec. 24, 2021"	"https://reports.aashe.org/institutions/franklin-w-olin-college-of-engineering-ma/report/"	"https://reports.aashe.orgNA"
"Georgia College & State University"	"United States,
              GA"	2.2	"Bronze"	"May 17, 2024"	"https://reports.aashe.org/institutions/georgia-college-state-university-ga/report/"	"https://reports.aashe.org/institutions/georgia-college-state-university-ga/report/2021-03-05/"
"Harrisburg Area Community College"	"United States,
              PA"	1.1	"Bronze
                
                    *"	"July 18, 2015"	"https://reports.aashe.org/institutions/harrisburg-area-community-college-pa/report/"	"https://reports.aashe.orgNA"
"Hawaii Pacific University"	"United States,
              HI"	1.1	"Bronze
                
                    *"	"Oct. 2, 2015"	"https://reports.aashe.org/institutions/hawaii-pacific-university-hi/report/"	"https://reports.aashe.orgNA"
"Hopkinsville Community College"	"United States,
              KY"	1.2	"Bronze
                
                    *"	"March 26, 2016"	"https://reports.aashe.org/institutions/hopkinsville-community-college-ky/report/"	"https://reports.aashe.orgNA"
"Houghton College"	"United States,
              NY"	2.2	"Bronze"	"March 5, 2023"	"https://reports.aashe.org/institutions/houghton-college-ny/report/"	"https://reports.aashe.orgNA"
"Illinois Central College"	"United States,
              IL"	2	"Bronze
                
                    *"	"Nov. 23, 2018"	"https://reports.aashe.org/institutions/illinois-central-college-il/report/"	"https://reports.aashe.org/institutions/illinois-central-college-il/report/2015-11-24/"
"Illinois Institute of Technology"	"United States,
              IL"	2.1	"Bronze"	"Sept. 24, 2021"	"https://reports.aashe.org/institutions/illinois-institute-of-technology-il/report/"	"https://reports.aashe.org/institutions/illinois-institute-of-technology-il/report/2018-09-25/"
"Illinois State University"	"United States,
              IL"	2.1	"Bronze"	"Feb. 24, 2022"	"https://reports.aashe.org/institutions/illinois-state-university-il/report/"	"https://reports.aashe.org/institutions/illinois-state-university-il/report/2019-02-25/"
"Indiana University South Bend"	"United States,
              IN"	2.1	"Bronze"	"Feb. 5, 2024"	"https://reports.aashe.org/institutions/indiana-university-south-bend-in/report/"	"https://reports.aashe.orgNA"
"Joliet Junior College"	"United States,
              IL"	2	"Bronze
                
                    *"	"June 10, 2018"	"https://reports.aashe.org/institutions/joliet-junior-college-il/report/"	"https://reports.aashe.orgNA"
"Judson University"	"United States,
              IL"	1	"Bronze
                
                    *"	"Feb. 17, 2015"	"https://reports.aashe.org/institutions/judson-university-il/report/"	"https://reports.aashe.orgNA"
"Juniata College"	"United States,
              PA"	2	"Bronze
                
                    *"	"May 13, 2018"	"https://reports.aashe.org/institutions/juniata-college-pa/report/"	"https://reports.aashe.orgNA"
"Kalamazoo College"	"United States,
              MI"	2.2	"Reporter"	"Oct. 1, 2023"	"https://reports.aashe.org/institutions/kalamazoo-college-mi/report/"	"https://reports.aashe.orgNA"
"Kent State University"	"United States,
              OH"	2.2	"Bronze"	"May 12, 2024"	"https://reports.aashe.org/institutions/kent-state-university-oh/report/"	"https://reports.aashe.orgNA"
"Lakehead University"	"Canada,
              ON"	2	"Bronze
                
                    *"	"Nov. 11, 2017"	"https://reports.aashe.org/institutions/lakehead-university-on/report/"	"https://reports.aashe.orgNA"
"Lebanon Valley College"	"United States,
              PA"	2.1	"Bronze"	"May 19, 2022"	"https://reports.aashe.org/institutions/lebanon-valley-college-pa/report/"	"https://reports.aashe.org/institutions/lebanon-valley-college-pa/report/2019-05-20/"
"Lewis University"	"United States,
              IL"	2.2	"Bronze"	"May 5, 2024"	"https://reports.aashe.org/institutions/lewis-university-il/report/"	"https://reports.aashe.org/institutions/lewis-university-il/report/2021-03-05/"
"Loyalist College"	"Canada,
              ON"	2	"Bronze
                
                    *"	"July 22, 2018"	"https://reports.aashe.org/institutions/loyalist-college-on/report/"	"https://reports.aashe.orgNA"
"Messiah University"	"United States,
              PA"	2.2	"Bronze"	"May 18, 2024"	"https://reports.aashe.org/institutions/messiah-college-pa/report/"	"https://reports.aashe.org/institutions/messiah-college-pa/report/2021-02-22/"
"Metropolitan Community College"	"United States,
              NE"	2.2	"Bronze"	"Oct. 28, 2024"	"https://reports.aashe.org/institutions/metropolitan-community-college-ne/report/"	"https://reports.aashe.org/institutions/metropolitan-community-college-ne/report/2021-08-30/"
"Moraine Valley Community College"	"United States,
              IL"	1	"Bronze
                
                    *"	"Jan. 27, 2014"	"https://reports.aashe.org/institutions/moraine-valley-community-college-il/report/"	"https://reports.aashe.orgNA"
"New Mexico State University"	"United States,
              NM"	2.2	"Bronze"	"May 13, 2024"	"https://reports.aashe.org/institutions/new-mexico-state-university-nm/report/"	"https://reports.aashe.org/institutions/new-mexico-state-university-nm/report/2021-03-05/"
"Nova Southeastern University"	"United States,
              FL"	2.2	"Bronze"	"Feb. 18, 2024"	"https://reports.aashe.org/institutions/nova-southeastern-university-fl/report/"	"https://reports.aashe.org/institutions/nova-southeastern-university-fl/report/2020-12-03/"
"Oklahoma City University"	"United States,
              OK"	1	"Bronze
                
                    *"	"July 31, 2014"	"https://reports.aashe.org/institutions/oklahoma-city-university-ok/report/"	"https://reports.aashe.orgNA"
"Oregon Institute of Technology"	"United States,
              OR"	1	"Bronze
                
                    *"	"Dec. 12, 2014"	"https://reports.aashe.org/institutions/oregon-institute-of-technology-or/report/"	"https://reports.aashe.orgNA"
"Paul Smith's College of Arts & Sciences"	"United States,
              NY"	2.1	"Bronze"	"March 6, 2023"	"https://reports.aashe.org/institutions/paul-smiths-college-of-arts-sciences-ny/report/"	"https://reports.aashe.org/institutions/paul-smiths-college-of-arts-sciences-ny/report/2020-03-06/"
"Penn State Erie, The Behrend College"	"United States,
              PA"	2.1	"Bronze"	"Aug. 14, 2023"	"https://reports.aashe.org/institutions/penn-state-erie-the-behrend-college-pa/report/"	"https://reports.aashe.orgNA"
"Ringling College of Art and Design"	"United States,
              FL"	2.1	"Bronze
                
                    *"	"Jan. 10, 2020"	"https://reports.aashe.org/institutions/ringling-college-of-art-and-design-fl/report/"	"https://reports.aashe.org/institutions/ringling-college-of-art-and-design-fl/report/2017-01-10/"
"Rocky Mountain College of Art + Design"	"United States,
              CO"	1	"Bronze
                
                    *"	"July 14, 2014"	"https://reports.aashe.org/institutions/rocky-mountain-college-of-art-design-co/report/"	"https://reports.aashe.orgNA"
"Roosevelt University"	"United States,
              IL"	2	"Bronze
                
                    *"	"Dec. 17, 2018"	"https://reports.aashe.org/institutions/roosevelt-university-il/report/"	"https://reports.aashe.orgNA"
"Saint Louis University"	"United States,
              MO"	2.1	"Bronze"	"Aug. 28, 2021"	"https://reports.aashe.org/institutions/saint-louis-university-mo/report/"	"https://reports.aashe.org/institutions/saint-louis-university-mo/report/2018-03-02/"
"Santa Rosa Junior College"	"United States,
              CA"	2.1	"Bronze"	"Feb. 27, 2022"	"https://reports.aashe.org/institutions/santa-rosa-junior-college-ca/report/"	"https://reports.aashe.orgNA"
"Scripps College"	"United States,
              CA"	1.1	"Bronze
                
                    *"	"Jan. 18, 2016"	"https://reports.aashe.org/institutions/scripps-college-ca/report/"	"https://reports.aashe.orgNA"
"Shoreline Community College"	"United States,
              WA"	1	"Bronze
                
                    *"	"July 19, 2014"	"https://reports.aashe.org/institutions/shoreline-community-college-wa/report/"	"https://reports.aashe.orgNA"
"Siena Heights University"	"United States,
              MI"	2.1	"Bronze"	"June 16, 2022"	"https://reports.aashe.org/institutions/siena-heights-university-mi/report/"	"https://reports.aashe.orgNA"
"Southern New Hampshire University"	"United States,
              NH"	2.1	"Bronze"	"Oct. 10, 2022"	"https://reports.aashe.org/institutions/southern-new-hampshire-university-nh/report/"	"https://reports.aashe.orgNA"
"St. Lawrence College"	"Canada,
              ON"	2.1	"Bronze"	"Feb. 27, 2022"	"https://reports.aashe.org/institutions/st-lawrence-college-on/report/"	"https://reports.aashe.orgNA"
"State University of New York at Fredonia"	"United States,
              NY"	2.1	"Bronze
                
                    *"	"Nov. 12, 2020"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-fredonia-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-fredonia-ny/report/2017-05-17/"
"State University of New York at Potsdam"	"United States,
              NY"	2.1	"Bronze"	"Feb. 3, 2023"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-potsdam-ny/report/"	"https://reports.aashe.orgNA"
"Stetson University"	"United States,
              FL"	1.1	"Bronze
                
                    *"	"Dec. 5, 2015"	"https://reports.aashe.org/institutions/stetson-university-fl/report/"	"https://reports.aashe.orgNA"
"Tarleton State University"	"United States,
              TX"	2	"Bronze
                
                    *"	"Dec. 22, 2020"	"https://reports.aashe.org/institutions/tarleton-state-university-tx/report/"	"https://reports.aashe.orgNA"
"Taylor University"	"United States,
              IN"	1.1	"Bronze
                
                    *"	"Feb. 14, 2015"	"https://reports.aashe.org/institutions/taylor-university-in/report/"	"https://reports.aashe.orgNA"
"Texas State University, San Marcos"	"United States,
              TX"	2.1	"Bronze"	"Dec. 15, 2022"	"https://reports.aashe.org/institutions/texas-state-university-san-marcos-tx/report/"	"https://reports.aashe.orgNA"
"Texas Tech University"	"United States,
              TX"	2.2	"Bronze"	"March 24, 2024"	"https://reports.aashe.org/institutions/texas-tech-university-tx/report/"	"https://reports.aashe.org/institutions/texas-tech-university-tx/report/2021-02-26/"
"Towson University"	"United States,
              MD"	1.2	"Bronze
                
                    *"	"May 13, 2016"	"https://reports.aashe.org/institutions/towson-university-md/report/"	"https://reports.aashe.orgNA"
"Transylvania University"	"United States,
              KY"	2	"Bronze
                
                    *"	"Dec. 12, 2018"	"https://reports.aashe.org/institutions/transylvania-university-ky/report/"	"https://reports.aashe.org/institutions/transylvania-university-ky/report/2015-12-13/"
"Trinity College (CT)"	"United States,
              CT"	2.1	"Bronze"	"Oct. 27, 2022"	"https://reports.aashe.org/institutions/trinity-college-ct/report/"	"https://reports.aashe.orgNA"
"Truman State University"	"United States,
              MO"	1.1	"Bronze
                
                    *"	"March 14, 2015"	"https://reports.aashe.org/institutions/truman-state-university-mo/report/"	"https://reports.aashe.orgNA"
"United World College-USA"	"United States,
              NM"	2.2	"Bronze"	"Dec. 16, 2022"	"https://reports.aashe.org/institutions/united-world-college-usa-nm/report/"	"https://reports.aashe.orgNA"
"Universidade Aberta"	"Portugal"	2.1	"Bronze"	"April 4, 2022"	"https://reports.aashe.org/institutions/universidade-aberta-/report/"	"https://reports.aashe.orgNA"
"University of Alabama in Huntsville"	"United States,
              AL"	2.1	"Bronze"	"March 7, 2022"	"https://reports.aashe.org/institutions/university-of-alabama-in-huntsville-al/report/"	"https://reports.aashe.orgNA"
"University of Alaska Southeast"	"United States,
              AK"	1.2	"Bronze
                
                    *"	"Jan. 9, 2017"	"https://reports.aashe.org/institutions/university-of-alaska-southeast-ak/report/"	"https://reports.aashe.orgNA"
"University of Arkansas at Little Rock"	"United States,
              AR"	1.2	"Bronze
                
                    *"	"Sept. 24, 2015"	"https://reports.aashe.org/institutions/university-of-arkansas-at-little-rock-ar/report/"	"https://reports.aashe.orgNA"
"University of Delaware"	"United States,
              DE"	2.1	"Bronze"	"Jan. 30, 2023"	"https://reports.aashe.org/institutions/university-of-delaware-de/report/"	"https://reports.aashe.org/institutions/university-of-delaware-de/report/2020-01-31/"
"University of Mississippi"	"United States,
              MS"	2.1	"Bronze"	"July 16, 2022"	"https://reports.aashe.org/institutions/university-of-mississippi-ms/report/"	"https://reports.aashe.orgNA"
"University of Montevallo"	"United States,
              AL"	2.1	"Bronze"	"July 23, 2022"	"https://reports.aashe.org/institutions/university-of-montevallo-al/report/"	"https://reports.aashe.orgNA"
"University of New Haven"	"United States,
              CT"	2.1	"Bronze"	"July 31, 2022"	"https://reports.aashe.org/institutions/university-of-new-haven-ct/report/"	"https://reports.aashe.orgNA"
"University of North Carolina, Pembroke"	"United States,
              NC"	2	"Bronze
                
                    *"	"Feb. 11, 2019"	"https://reports.aashe.org/institutions/university-of-north-carolina-pembroke-nc/report/"	"https://reports.aashe.orgNA"
"University of North Florida"	"United States,
              FL"	1.2	"Bronze
                
                    *"	"Sept. 25, 2015"	"https://reports.aashe.org/institutions/university-of-north-florida-fl/report/"	"https://reports.aashe.orgNA"
